movieId,actorId,character
8559,81361,Jack Stilling
8559,89162,Matthew Addison-Brown
8560,88476,Eugene DArcy (Pride) & (Seventh Sin)
8560,499548,Adam Moore (all seven titles)
8560,362815,Stanton Skinner (Envy)
8560,905629,Eves Foster Father (Envy)
8560,128954,Rocco Irwin (Envy)
8561,695525,John Bland
8561,169125,George Washington Magee
8561,806961,Mayor Cargan
8561,181251,Lou Max
8561,177330,Thomas Hayden
8562,354878,Harry Drake
8562,59499,Perry Mason
8562,242635,Grady
8562,783256,Handsome Jack
8562,118598,
8562,507861,
8563,20948,Princess Tweedeldees Brother
8563,199459,The King
8563,219212,The Lord High Chancellor
8563,1932,Prince Charming
8565,123177,Horace Holly
8565,846498,Leo Vincey
8565,672928,Billali
8567,318443,John Rowson
8567,269493,T.L. Magen
8567,45733,Egerton Kaye
8568,379580,John Benson
8568,398446,Oliver North
8568,156173,Robert Curtis
8568,147692,Langdon Curtis
8568,380965,Parkes
8569,356228,Philemon
8569,390196,Peter
8569,113742,Capt. Bartholomew
8569,912810,Dr. Carlyle
8570,203750,The Fur Dealer
8570,507635,Hatfield
8570,165134,Conahan
8570,758457,The Stranger
8570,57889,The Priest
8571,743704,Ames Mitchell
8571,366586,Silent Budd Marr
8571,571770,Handsome Jack Pressley
8571,516930,Grubstake Higgins
8571,629589,Preachin Bill Hardy
8572,883515,Le Beau Robert
8572,913094,Valentin aka Monsieur Simon
8572,302368,Eugene Arlen
8573,576762,Edward Royle
8573,372872,Harvey Wilson
8573,431414,David Pierce
8574,233981,
8574,451745,
8574,583462,
8576,22148,
8576,35414,
8576,704150,
8576,746342,
8576,763430,
8577,524306,Andrew Maxwell
8577,607174,Franklin Church
8577,709856,Charles Prescott
8577,492739,Jay Church
8578,435920,Armand
8578,115446,Derrick McClade
8578,167323,Burt Hall
8578,336391,Her Father
8579,611804,Gerald Waldron
8579,213049,Wellington Stanhope
8580,61426,Johnny Raymond
8580,492403,Huxley
8580,191899,Dunsmore
8580,61447,Peter Raymond
8583,531584,Kadir El Raschid
8583,287232,Jimmy Warburton
8583,768283,Hackel
8585,913341,William Manning Skinner
8585,140844,McLaughlin
8585,369443,Perkins
8585,1067,The Baby
8586,913341,William Manning Skinner
8586,140844,McLaughlin
8586,369443,Perkins
8587,913341,William Manning Skinner
8587,242349,Willard Jackson
8587,140844,McLaughlin
8587,369443,Perkins
8589,458565,Gustave Myers
8589,36427,Frank Allen
8589,922370,Abraham Lincoln
8589,922723,President Wilson
8590,589494,Robert Wallace
8590,216311,John Harding
8590,418927,Henry Wallace
8590,96130,George Wallace
8591,111749,Professor Winther
8591,562805,Dr. Atwell
8591,382229,David Atwell
8591,122652,Egbert Atwell
8591,741852,Dr. ghoul
8591,556658,The Foissil
8592,829654,The Little Fellow
8592,576762,David Gray
8592,806961,Joe Giles
8592,820821,Edwin Bryce
8593,216255,Frank
8593,111749,
8594,344059,Tom Freeman
8594,627599,Algy Peppercorn
8594,613115,Otto Rosenburg
8595,598902,Bull Montana
8595,751510,James PageArizona Pete Rawley
8595,164003,Franklin R. Manning
8595,628472,Henry Page
8595,52226,Smiling Jed Baldwin
8595,213151,Tom West
8596,85877,John Dean
8596,39021,Robert Warren
8596,534255,Henry Armstrong
8597,921980,Tison Grant
8597,320681,Judge Grant
8597,615668,Paul Rogers
8600,240108,William Raynor
8600,174720,Richard Stanley
8600,562866,Hal Norris
8602,587208,Ned Milbank
8602,909648,Joyous Johnson
8602,562197,William Johnson
8602,765421,Count I. Boccacio
8603,945417,Hi Plee
8603,712776,Gordon Carbhoy
8603,571770,David Slosson
8603,629589,Silas Mallinsbee
8603,294058,James Carbhoy
8603,516930,Peter McSwain
8604,603875,Sandy Morley
8604,301252,Martin Morley
8604,50172,Jeff Crothers
8606,822074,Leland Norton
8606,358029,Carter Vail
8607,798130,Micah Steele
8607,222407,Ambrose Raybourne
8607,203383,Maberly Todd
8607,417012,A Swede Sailor
8608,524306,Robert Powers
8608,14894,Josiah Vale
8609,533764,Karl Prince von Kondermarck
8609,458952,Baron Arnold von PollnitzThe Comte
8609,725483,De Courcey
8609,81361,Etienne Jaccard
8609,213151,Sebastian Dore
8610,822554,Wallace Turner
8610,379580,Judge Morgan
8610,193354,Roger Appleby
8610,380965,Caleb Talbot
8610,537556,Major Dillon
8610,161366,Ray Preston
8610,106608,Daws Anthony
8611,903634,Francois De Montand
8611,458952,Gasper La Roche
8611,14894,Father Mort
8611,673814,James Morgan
8611,168595,Robert Orme
8612,877536,Paul Roubais
8612,160316,Earle Courtney
8612,193005,Major James Courtney
8612,3193,Henry Ainsworth
8613,37060,Ernesto
8613,38102,
8615,510134,Gordon-Philips György herceg
8615,1115381,Fred
8616,356228,James Bradshaw
8616,933045,Alphabet Carter
8616,103619,Jason
8616,478890,Hooky
8617,627274,Tom Shark
8617,174925,Mortensen
8617,477812,
8617,92290,
8617,956517,
8618,770844,Marquis de Lafayette
8618,254609,Lieutenant Richard Stanton
8619,2161,
8619,16799,
8619,1727052,
8619,666749,
8621,537556,Pere Anatole later
8621,625424,Pere Anatole
8621,73239,Captain Franz
8621,734924,Jean
8622,129414,Anthony Vanderpyl
8622,819793,Bentley Vanderpyl
8622,827261,Mr. LeRoy
8623,475706,Anastacio - Pedros friend
8623,366586,Jack ODiamonds
8623,235848,Two Spot Hargis - the sidekick
8623,121706,Colonel Byrd Ransome
8623,287581,Pedro
8624,152993,Hans
8624,85877,Hugh Eltinge
8624,401434,Mark Dunbar
8625,516974,Billy Van Dyke
8625,166692,William Pugfeather
8626,486967,Appah
8626,717468,Lord Effington aka Hal
8626,101230,John McCloud
8626,312238,David Ladd
8629,366404,Jonathan Merrifield
8629,486384,David Clifton
8629,534255,Kenneth Brooks
8629,287067,Doctor Crawley
8629,184782,Basil Cairns
8630,103619,Leroux
8630,174720,Charles Edmay
8630,816080,Foster
8631,254877,McMahon
8631,930504,Geoffrey Wynne
8631,888983,Prince Zarl
8631,796900,Riddle
8631,301252,Secretary of State
8633,267916,John Winton
8633,380965,Dr. Fraser
8633,532996,Richard Weller
8633,534254,Mr. Weller
8634,114307,Black-Eye Pete
8634,2503,Cheyenne Harry
8634,497200,Thunder Flint
8634,77320,Sweet Water Sims
8634,112272,Ted Sims
8634,316995,Sam Turner aka Danny Morgan
8635,177330,His Father
8635,319599,Her Father
8635,661987,Her Brother
8635,1932,Donald Morton
8635,240176,Colonel Thompson
8638,355833,Captain Bob
8638,705359,Prologue
8638,399822,Prologue
8638,55865,John Fulton
8640,903628,Jack Conway
8640,397661,Captain Sunlight
8640,122668,Bill Warned
8640,305087,Pedro
8641,423424,Philip Dwight
8641,484812,Thomas
8641,562866,James Thornton
8641,324438,
8642,57889,Vernon Treloar
8642,255420,Price Lovel
8642,1230,Kirk Levington
8642,644728,Judd Aiken
8644,454771,The Chauffeur
8644,318516,James Andrews
8644,362180,Dr. Andrews His Son
8645,556954,Tom Neville
8645,642189,Sir Jeffrey Croyden
8645,642339,Sir Bevis Neville
8645,54830,Terrence Flynn
8650,753583,Gregorics Pál
8650,889511,Wibra Gyuri
8650,478222,Sztolárik hétszilvafás kálomista
8651,879555,Elsner Károly
8651,450075,Elsner Pál
8651,1797411,Hiller vizsgálóbíró
8652,267912,Charles DarnaySydney Carton
8652,165134,Marquis St.Evenmonde
8652,562197,Jacques Defarge
8653,41858,
8653,177603,
8654,957985,
8654,93709,
8654,273237,
8654,328322,
8656,392059,Roiy Schuyler
8656,544071,Dassori
8656,589494,Walter Hartwright
8656,502889,Pesca
8658,351331,gróf Telkes-Torday Pál
8658,844028,Tiszteletes
8659,562898,Maries Father
8659,567224,Mr. Greer
8660,177886,Dimitri
8660,641776,Hugh Graham
8660,173344,Giovanni Pallazzi
8660,840287,Luigi
8660,400401,Pietro
8661,705618,
8661,1466304,
8662,37413,Carlos Fernández
8662,305594,Missioner
8663,803705,Terje Vigen
8663,265890,The Lord
8664,380965,Jimm the Dope
8664,611804,Chuck Connelly
8664,88323,Jim Canford
8664,388919,Jerome Travers
8664,425903,Mike Tregurtha
8666,720812,Paphnutius
8666,448696,Lollius
8666,11151,Cynius
8668,217567,Pay Dirt Thompson
8668,124279,James Van Dyke Moore
8668,607871,Robert Forrest
8668,636132,Ace High Horton
8668,151387,Pop Anderson
8668,806960,Peters
8669,875983,Henry Whitworth
8669,480089,George Baring
8669,96130,James Baring
8671,909648,Billy Drake
8671,546121,John T. Drake
8671,507635,Count Herman von Nuttenberg
8671,567798,The Butler
8671,753415,Drakes Secretary
8671,765421,The Spy
8672,89000,Beyron
8672,803705,Thomas Graal
8672,492280,Alexander Douglas
8672,632163,Johan
8673,624735,Doctor Wallace
8673,286379,Bob Wallace
8673,312238,Richard Landry
8673,646851,Henry Melon
8674,269265,Paul Lechmere
8674,562805,Henry Bruce
8674,326378,Lord Haverford
8674,254609,Roger Benton
8675,680232,Tom Wentworth
8675,875983,Dr. Grant Hunter
8675,428083,Marquis Giovanni del Carnacacchi
8676,734787,Captain Nathan Holt
8676,223296,Dr. John Cavendish
8676,286379,Barton Holt
8676,414345,Archie
8677,741852,Prince Petrovitch
8677,212860,The Baron
8677,212040,The Count
8678,35999,Ernesto
8678,38102,
8678,53152,
8678,174314,
8679,106151,Mr. Nosey
8679,385686,J. Mortimer Pipkins
8679,63748,Henry Tinkelpaw
8681,221488,Silver Jim Farrel
8681,571770,Crabbe
8681,498174,Edgar Seymour
8682,335864,Richard Hallam
8682,165134,Marc Patton
8682,842522,James Hollis
8682,521919,Alphonse Kronin
8683,358029,Etienne Du Inette
8683,822074,Jules Lavinne
8683,502889,Antonio Manatelli
8684,139862,Jimmy Preston
8684,822071,Stephen Jarvis
8684,569747,David Whitcomb
8685,318516,Daniel Graham
8685,454771,The Father
8685,661165,Piggy
8686,123644,Tom Jones
8686,180950,Squire Western
8686,347532,Squire Allworthy
8686,944017,William Blifil
8686,709047,Thwackum
8687,681927,Thomas Tom Sawyer
8687,352383,Sid Sawyer
8687,330217,Huckleberry Finn
8687,795025,Joe Harper
8693,930504,Stephen Page
8693,132926,Hal Page
8693,204547,Kent Hayward
8694,492302,Dyrkess Ledyard
8694,392709,Pettrus Baariot
8694,320681,Gergus Natarre
8694,668927,Rodane Keestelt
8694,372487,Danick Rysson
8694,682784,Jossef Natarre
8695,764338,
8697,1504598,
8697,622880,
8698,72462,Rupert Vincent
8698,151606,Paul Neihoff
8698,832968,Dudley Weyman
8698,245802,David Montieth
8701,624735,Franz Libelt
8701,932428,Blackie Moyle
8701,921980,Tip Morgan
8702,877823,Daniel Whitcomb
8702,900330,Job Jenkins
8702,371287,Isaac White
8702,756076,Manny
8706,454771,Jasper Hunt
8706,318516,William Van Loan
8706,324438,Baxter Van Loan
8708,367749,His Pal
8708,42449,Billy Parke
8708,392419,William Murray
8708,756076,Bob Murray
8708,194939,Burglar
8709,607174,Tony Merritt
8709,177700,
8709,1027262,
8710,14363,Judge
8710,71091,Constable
8710,89002,Hildurs Father
8711,673792,Annas verloofde
8711,900856,Baron van WaldenAlfred
8711,810490,Jan van Oort
8711,231657,Hendrik
8712,796636,Ultus
8712,734152,Derwent
8712,604658,
8712,199314,Dick
8714,212797,Richard Darcier
8714,98376,Henry Jackson
8714,551222,Juke
8715,911963,John Colton
8715,891238,Jack Colton
8716,166692,Roger Hapgood
8716,516974,Greek Conniston
8716,47763,John Crawford
8716,192110,Brayley
8716,332998,Batt Truxton
8717,552056,Colonel Harvey
8717,603270,The King
8717,262833,The Architect
8717,358029,The ShepherdCaptain Paget
8717,177330,General Leslie
8718,392067,Lord Dawlish
8718,60841,Nutty Nutcombe
8718,306860,Ira Nutcombe
8718,862739,Lord Wetherby
8719,259257,Ragnar Berntzen
8719,783485,Presten
8719,461722,Wang
8719,818259,En lapp
8720,624752,Pete Davis
8720,556658,Professor Jim
8723,193354,Kirby
8723,454870,Selwyn
8723,383278,Draper
8723,675352,Sergeant Blaney
8724,391889,Undetermined Role
8724,533764,Algernon Todd
8724,332217,Joe Holmes
8724,81361,Captain Hancock
8724,860137,Higgins
8724,614265,Collins
8725,49475,Lord Harding
8725,2993876,Douglas ezredes
8725,469597,Harry Kernett
8726,521310,John Morgan
8726,1932,Robert Wentworth
8726,579663,Joe Winder
8727,776724,Caramel-colored Angel
8727,681927,John Humperdink Stover
8727,731623,A Roman
8727,540861,Tough McCarty
8727,839874,White Mountain Canary
8728,556015,
8730,242139,Henry Blake
8730,392429,Black Jack
8730,21101,Red Johnson
8732,901654,Marquis de San Silvio
8732,893836,Bernard Belmont
8733,692359,
8734,18437,
8734,717849,
8734,887172,
8735,192882,Knight GeoffreyMr.Burchell
8735,911963,Vicar of Wakefield
8735,550780,George Primrose
8736,354289,Rev. Thomas J. Cosgrove
8736,71132,George Griffin lawyer
8739,75924,
8739,134528,
8739,276668,
8739,212080,
8740,348998,Wollert Berg
8740,307625,Nils Ludvik
8740,461722,Per Grunk gnier
8740,841220,Saksen detektiv
8741,112785,Crazy Pete
8741,124279,William PoatterJames Houston
8741,636132,Dick Liggett
8742,133944,William Grimsby
8742,933045,John Shirley
8742,567756,Red Warren
8742,320681,Dr. Reynolds
8742,207637,Professor Duval
8742,186232,Captain Cronin
8743,152993,Pop
8743,401434,Jonathan Mendenhall
8743,447855,Madges Father
8743,238532,Timothy Mendenhall
8745,881588,Mihály Woronzow másik fia
8745,2412731,Edward Thursten
8745,5316196,Ivan Woronzow
8745,190771,Sámson Woronzow fia
8746,358029,Stuart Brinsley
8746,822074,Dudley Kent
8748,269110,Undetermined Role
8748,911959,Lieutenant Fredericks
8748,111749,John Braun
8748,34424,John Barker
8748,61746,Commander of Invading Army
8749,385749,Chin Ting wealthy Tong leader
8749,157867,Lee Hoy
8749,332910,Wong Wing tea merchant employee
8750,507752,George Harmon
8750,71132,Frank Gregory
8750,358899,Henry Goode
8750,294935,John Evil
8753,355651,Austin Pratt
8753,770844,George Pratt
8753,402905,Dr. Van Anden
8754,271503,John Miller
8754,877823,Stuart Mordant
8754,453799,Thomas Hurd
8755,320360,
8755,745195,
8755,932694,
8755,532212,
8756,97648,Roger OReilly
8756,294058,Fergus McClusky
8756,674084,Shamus McTeague
8756,420381,Lanty ODea
8756,926191,Mr. OReilly
8758,212234,Edgar von Radowitz
8758,891998,Richard von Worth
8760,627686,John Watson
8760,384469,George Watson
8762,361882,Fred Walton
8762,456645,Platt Sinclair
8762,248754,Eric Mann
8762,576073,Jimmy Hope
8763,139356,
8763,267912,Larry Smith
8763,730416,Logan
8763,921770,Lewis
8764,191899,Herbert Brancaster
8764,177330,Judge Beverley
8765,538082,Baldini Opera Impresario
8765,203527,The Stranger
8765,386893,John Blaisdell
8765,942412,Arthur Smithson
8765,666065,William Bill Baldwin
8766,242770,
8766,604384,Kervyn Guild
8766,232063,Gen. Von Reiter
8767,484812,Tommy Hale
8767,755331,
8767,362180,
8767,807549,
8768,285643,James WalbertLudwig Schumann
8768,941562,Herbert Cornell
8768,395070,Sen. Washburn
8770,360203,Dist. Atty. Osborne
8770,709856,Bryant M. Harding
8770,604656,Dudley Carlton
8770,792859,Hal Harding
8772,556658,Old Soldier
8772,562805,Dr. Charles Bovar
8772,326378,Rudolph Bulwer
8772,269265,Philip
8772,492491,Leo
8772,485880,Lhereux
8773,682784,Allan Harrington
8773,920300,Horace de Guenther
8773,668927,Wallis
8775,1196,Jeff Hillington
8775,141507,Tom Larabee - Hotel Keeper
8775,828314,Pedro
8777,598767,Capt. Bernard
8777,267916,Capt. August SiegerLouis Siever
8777,537556,Josiah Wayne
8777,208659,Mortimer Eddington
8777,188248,Henry Waltham Steele
8779,917837,Talbot
8779,212797,Lord Romsey
8779,519227,Duke of Chatto
8779,139356,Oliver Pipe
8779,255420,Tom Jellitt
8781,569747,Dick Gilder
8781,604384,Joe Garson
8781,709856,Mr. Gilder
8783,366586,Tom Wolf Lowery
8783,249782,Buck Fanning
8783,265490,Owen Thorpe
8784,398300,Donald Bayne The Wolf
8784,643976,Steve Nolan
8784,227919,Snaky Burns
8785,367469,Stephen Mallery
8785,486384,Tom Blaine
8785,453799,Rufus Waldron
8785,39021,Stephen Mallery Jr
8786,717468,Alvarado
8786,369058,Montezuma
8786,98376,Cortez
8786,467185,Guatemoco
8787,604384,Paul Strong
8787,453059,Marshal Prince Dario
8789,510142,Fat Boy
8789,515250,Donald Luther
8789,235848,Captain Hendrik von der Bloom
8789,347531,Rufus Smith
8789,382730,Jack Smith
8790,57889,Jack King
8790,717468,Bob Fulton
8790,123623,Roland Holt
8790,657874,Clyde Holt
8791,629849,Ashraf Abdallah
8791,912478,FeodorThe Grand Duke
8791,499548,Adam Moore
8791,919966,John Burnham
8791,38128,Count Nikolai
8792,564882,Caddy
8792,191899,Bob Lawson
8792,322551,Dave Blake
8794,486384,Lieutenant Richard Travers
8794,385686,Lieutenant Tommy Patterson
8794,2311,Baron Wootchi
8794,915549,George Henry Singleton
8794,101455,John Pollard
8795,147692,Count Vortsky
8795,909648,Dick Mason
8795,235848,Colonel Mason
8795,249400,Coyote Jones
8795,642649,James OMalley
8795,902377,Baron Maravitch
8796,10470,Fred Fowler
8796,807549,Harry Hart
8796,362180,Surgeon Lloyd
8796,259533,Pedro
8797,1391072,The Baby
8797,166692,John Banning
8797,60912,James
8797,567572,Frank
8798,641776,
8798,601023,
8798,1670034,Black Beauty
8799,447855,Murray Bronson
8799,85877,Bryan Goodwin
8799,385686,Kamura
8799,184782,Henry Elliott
8799,110838,James Goodwin
8801,1879998,
8801,834496,
8802,423424,Johann Lesser
8802,318516,King of ZollensteinKing of Saxonia
8802,758457,Crown Prince ZollensteinJohn Mort6imer
8802,253099,Boris Von Hohenstauffen
8802,259533,Captain Kienert
8802,905450,Count Von Moltke Hertz
8803,667064,
8803,167461,Taffer
8803,318420,
8803,537222,Pierre Jubal
8803,595321,
8804,373707,Zoárd mester
8804,7916266,Szobrász
8804,753746,Az öreg tanár
8806,49475,Szentkláry Pál
8806,350616,Áron az árendás zsidó
8806,447187,Deér Iván
8807,8500968,Cacique
8807,8500969,Jesús Salvador
8808,272064,Hammersley
8808,267916,Dick Arlington
8808,516166,Henry Arlington
8808,531759,Norcross
8808,429453,Tracy
8810,889511,Herr mit vielen Namen
8810,753746,Werner Schleinitz
8810,49475,Harald Antermann
8810,509,Kurt Lingner
8810,844028,Friedrich Steinberg
8813,913094,Robert Courtland
8813,569466,Farmer Perkins
8814,594291,Jean Rivard
8814,674141,Jean Rivard (age 10)
8814,765125,Jean Rivard (age 15)
8816,822444,Seth Bede
8816,930154,Adam Bede
8816,24706,Arthur Donnithome
8817,301252,Franklin Herbert
8817,569747,Josephus Potts Jr
8817,151482,Josephus Potts
8817,607279,John Montgomery
8820,233159,Algie
8820,410352,
8821,638566,Abdullah
8821,831891,Ali Baba
8821,765125,Khaujeh Houssain
8821,582209,Kasim Bara
8822,401436,Butler
8822,884388,Richard Thayer
8822,233648,William Harcourt
8822,245802,Bradford
8822,365428,Col. Lane
8823,227021,William Kibby
8823,42422,Austin Strong
8823,396768,Dick Wellman
8823,820821,Sam Tupper
8824,751510,Richard Chester
8824,287854,Everard Peck
8824,532996,Charles Renalls
8825,9892419,Gabriella
8825,42703,
8825,458837,
8825,478151,
8826,2993876,Gontran Sebestyén a jogtanácsos
8826,350616,Brinken professzor
8826,477977,Braun Frank
8826,2993355,Alma Raune
8826,258803,Gontram Farkas
8827,329573,Johnny Walker
8827,779914,Terry McGowen
8827,449908,Gordon Phillips
8829,816080,Robert Duncan
8829,334581,Col. Harding
8829,42449,Capt. Bob Dutton
8831,585931,Adelqui
8834,431069,
8834,536252,
8834,470307,
8834,1333756,
8835,458952,The Weasel
8835,610268,Robert Chappell
8835,397229,Teddy Barnes
8835,332217,The Rat
8836,899508,Levin doktor
8836,450075,Vronsky
8836,272138,Karenin
8836,546706,Oblovszkij
8836,49475,
8837,354878,Billy
8837,809229,George Frayne
8838,383278,
8838,454870,John Warfield
8838,567756,Guidi Garcia
8838,233648,Robert Warfield
8838,380965,Shepard
8841,546706,Medina hercege
8841,466403,Giovannifestõ
8841,246262,Beppo
8841,878199,Paoloa herceg fia
8842,562866,Louis Letchworth
8842,715051,Gordon Brown
8842,166070,Charlie Royce
8842,534255,Harold Brown
8843,73472,Tímár Mihály
8843,707457,Krisztyán Tódor
8845,1196,Lt. Denton
8845,731623,Canby
8845,123579,Col. Benham
8849,203527,
8849,352461,Arthur Woodridge
8849,860216,Howard Rosedale
8851,137413,Maj. Souroff
8851,604656,Count Nicho
8851,426668,Boris Litofsky
8851,908154,Count Andreas
8851,691689,Count Michael
8852,123006,Benson
8852,582284,Montague Booth
8852,674084,Oldson
8852,824330,Ethelbert
8853,244765,
8853,4118460,
8853,264761,
8854,509573,Albert Wendland a Painter
8854,417837,Radu an Arab
8854,491134,Prince Hohenfels
8855,244502,
8855,487462,
8857,2311,Jacques Revilly
8857,203383,Horace Chapron
8857,63748,Varny
8857,334724,Prosper Chavassier
8858,604384,Hugh Jordan
8858,888983,Larry Kendall
8858,790360,Whiskers OBrien
8861,712660,Jimmy Raymond
8861,615294,Stephen J. Trent
8861,396768,Bill Andrews
8861,480814,
8864,504551,Mr. Pollett
8864,629589,Dr. Sheldon
8864,547963,Baby Sheldon
8864,335864,The Crook
8865,493073,Kirk
8865,168595,Kirk
8865,314699,Wingate
8865,141650,Ellis
8865,181958,Brewster
8869,14894,Benjamin Wilson
8869,286594,Richard Van Stone
8869,401943,Slippery Bill Dorgan
8869,673814,Thomas Lee
8870,390196,Licurgo
8870,425049,Pepe Rey Don Jose
8870,356228,Don Cayetano
8870,822554,Jacinto
8873,1935,Sheriff Kamman
8873,717468,George MacFarland
8873,431414,Thornton Brown
8873,940932,Arthur Sole
8875,168562,Nickel
8875,444641,Mathias
8875,185300,Christian
8875,830769,Gari
8876,242243,George Norris
8876,85877,Bobby Briggs
8876,137416,Alexander Briggs
8878,511100,Judd Minot
8878,269493,Henry Bliss
8879,803705,OutlawKári
8879,252476,Arnes the Immigrant Worker
8879,14363,Bailiff Björn Bergstéinsson Hallas Brother-in-law
8880,20948,Doctor
8880,694080,Michael Thwaite
8880,448696,Hendrick Thurston
8880,137416,Judge Thorley
8882,348162,Tom Bartlett
8882,89162,Peter Marshall
8882,379580,James Bartlett
8883,277313,J. Everett Kinkaid Wetworth Millionaire
8883,764346,John Mentor
8883,185300,Harry Lyttle
8883,724586,Professor Otto Rusburg a Clairvoyant
8885,625424,Ross
8885,532047,Nat Kemp
8886,382229,Robert Bradley
8886,795884,Dick Brown
8886,521919,Pedro Vasquale
8887,615668,Little Squirrel
8887,529313,Boston Blackie
8887,464137,Fred the Count
8887,244244,Sober Dent
8887,240538,The Dove
8888,81510,Tanzlehrer Schweydam
8889,942412,Inspector Bray
8889,247305,Geoffrey West
8889,634920,Congressman Larned
8889,47534,Capt. Fraser-Freer
8889,740321,Lt. Fraser-Freer
8889,828898,Sir James Fraser-Freer
8890,294019,Chief Detective
8890,165134,John Langdon
8890,335864,Stanley Merrill
8890,730416,Edward Hopkins
8890,521919,Robert White
8890,161366,Burce Livingston
8891,532031,Tyltyl
8891,715410,Daddy Tyl
8892,366586,Blue Blazes Rawden
8892,571770,Ladyfingers Hilgard
8892,330217,Eric Hilgard
8892,398300,Joe La Barge
8893,572572,Tom Vane
8893,709540,Cecil Harrington
8893,266444,Jones the Butler
8909,356267,Sandy Laurie
8909,47534,Captain Donald McGrego
8909,556954,Andy McGregor
8910,98376,Jack Kells
8910,834970,Jim Cleve
8910,604813,Gorilla Gulden
8911,186232,Emanuel Riggs
8911,488285,John Smith
8911,221205,Mack Sing
8911,139356,John Hardy
8912,366586,Steve Ransom
8912,35187,Herman Brandt
8912,902876,Frederick Schloss
8913,168595,Stuart Furth
8913,81361,George Weston
8915,1196,George Travelwell
8915,551222,Ali Pah Shush
8915,132955,Basha El Harib - Governor of Harib
8915,245416,Kaid Mahedi el Menebhi - Lord High Ambassador
8915,122668,Bandit Chief
8915,534252,
8916,24706,Cherry Ricardo
8916,271659,Old Fob
8916,698980,Henry Gay
8916,531228,Ricardo
8917,712660,Henry Court
8917,20251,Col. Court
8917,208659,National Jim
8918,366586,Robert Sands
8918,794299,Larry Harrington
8918,733443,Harrington Sr
8918,795079,Dick Horn
8919,213151,Victor King
8919,611804,Jack James
8919,537556,Homer Joy
8919,320681,Spring Gilbert
8919,242349,
8920,431648,Henry Everett
8920,124279,Richard Trevor
8920,680232,Wellington Dix
8920,193005,Silas Trevor
8920,178287,Norma Glanor
8921,232592,
8921,909648,Robert Booth
8921,174738,Chester Firkins
8921,556658,Colonel Wilson
8921,174730,The Prince
8922,475706,Sam Orson
8922,370564,Kara Tamura
8922,31891,Shiro Watana
8922,356228,Moreby Nason
8923,147692,Arnold Train
8923,363218,Dick Frothingham
8923,607231,Emil Krause
8924,115446,Eric Pixley
8924,801193,Captain Scudder
8926,331049,Hayden Masters
8926,795884,Donald Sterling
8926,71658,Martin Sterling
8927,168595,Richard Earle
8927,141650,George Bennett
8927,320681,Frederick Bronson
8927,213151,Jimmy Newton
8929,86748,Irish Fallon
8929,516974,Broadway Bill Clayton
8929,65104,Jack Latham
8929,352913,Godfrey St. Cleve
8929,373008,Buck Hardigan
8929,823309,Creed
8929,85559,John Underwood
8930,832968,Henry Rockwell
8930,902698,Jack Chalvey
8930,151606,Elmer Watkins
8931,303780,Falkner
8931,47763,Dr. Kendall
8931,41858,David Kendall
8931,151606,Kink Colby
8931,733443,Armande Bisson
8931,793479,Paul Caval
8932,601962,Tom Brown
8932,14742,Victor Colton
8932,725173,Claxton Madden
8932,569747,Gerald Thorne
8933,466776,Der alte Karamasoff
8933,324553,Iwan
8933,417837,Dimitri Karamasoff
8933,858164,Alexej
8934,531584,Herbert Buchanan
8934,840178,Harry Faring
8934,278062,Kansas a tramp
8935,689737,Cody
8935,486967,Nathan Loose
8935,359823,John Clayton
8939,529368,George Blair
8939,580961,Robert Ames
8941,294058,James Herrick
8941,449857,Kirk Marden
8941,255420,William Neal
8941,697944,Wilbur Clayton
8941,112898,Daniel Marden
8942,768283,Waudle
8942,569747,James Desboro
8942,822071,Harry Clydesdale
8943,213151,Ted Vane
8943,902698,Balvini
8943,625424,Percival Terwiller
8944,913240,Joseph Caillaux
8944,538081,Bolo Pasha
8944,650263,Gaston Calmette
8944,887431,Leo Claretie
8944,478487,M. Renouard
8945,861489,Rudolph King
8945,872200,Pell Kingston
8945,120541,John Chandler
8946,7221,Lawford Tapp
8946,232063,Capn AbeAmzon
8946,822071,Capn Joab
8947,80697,Duca di Vallombrosa
8947,161750,
8947,819010,Leandro
8950,509573,Don José Navarro
8950,902607,Garcia
8951,562197,Silk McDonald
8951,185300,Cameron Stewart
8951,235848,Saleratus Joe
8951,909963,
8952,223460,Casanova
8952,246262,Roland herceg
8953,571667,Willis Trevors valet
8953,42449,Langdon Trevor
8953,120541,Peter R. Kane
8953,713302,Lord Cecil
8954,354878,Frank Brooks
8954,112281,George Brooks
8954,499548,George Brooks as a young man
8955,838019,Father McGowan
8955,71132,Harry Twombly
8955,640311,Jeremiah Madden
8955,413349,Johnny as a boy
8955,499548,Johnny as a young man
8956,249400,Martin
8956,507635,John Dowling
8956,335864,Chester Dowling
8956,934232,Bull Thompson
8956,81361,Marys Attorney
8962,370564,Jang Lung
8962,190516,Wing Lung
8963,780739,Olaf Nikolay
8963,764346,Daniel Fitzhugh
8963,519559,Henry Hunt
8963,163933,Symington Otis
8964,41858,Tony Bonchi
8964,734931,Billy Leeds
8965,643048,John MacDonald
8966,453799,Postmaster
8966,798130,Major Anthony Kinsella
8966,940932,Richard Saurin
8966,392442,Maurice Stair
8967,712776,John Stanton
8967,571770,Alfred Werner
8967,532047,Godfrey Stanton
8969,301252,John Lawson
